order_id,order_volume,warehouse_processing_time,shipment_distance_km,traffic_level,weather_severity,historical_delay_rate,delivery_status
7240,222,5,100.38,1,1,0.19,At Risk
7241,356,8,123.57,2,2,0.28,Delayed
7242,493,12,113.82,3,2,0.35,Delayed
7243,54,5,122.08,1,1,0.14,On-Time
7244,344,5,130.73,1,2,0.12,At Risk
7245,294,6,100.22,3,1,0.31,Delayed
7246,387,6,117.08,2,3,0.18,Delayed
7247,308,5,205.01,1,0,0.22,At Risk
7248,213,4,136.79,2,0,0.22,At Risk
7249,408,9,207.69,2,2,0.18,Delayed
7250,311,6,255.75,1,0,0.23,At Risk
7251,367,6,152.97,3,1,0.18,At Risk
7252,341,9,132.63,1,1,0.23,At Risk
7253,362,6,71.23,2,2,0.19,At Risk
7254,298,10,161.47,2,2,0.18,Delayed
7255,78,3,221.95,1,0,0.15,On-Time
7256,324,7,245.56,2,3,0.27,At Risk
7257,383,7,106.21,1,1,0.23,At Risk
7258,264,6,170.77,1,0,0.24,At Risk
7259,482,12,120.69,2,3,0.31,Delayed
7260,140,5,58.08,2,0,0.12,On-Time
7261,117,2,235.44,1,0,0.13,On-Time
7262,371,4,182.34,1,0,0.2,At Risk
7263,285,10,174.42,3,3,0.34,Delayed
7264,480,6,255.32,3,1,0.22,Delayed
7265,338,8,215.16,1,2,0.24,At Risk
7266,187,6,205.93,1,0,0.07,On-Time
7267,470,7,244.72,2,3,0.2,Delayed
7268,94,7,150.42,1,0,0.13,On-Time
7269,479,7,190.43,2,1,0.25,Delayed
7270,199,4,149.56,2,1,0.09,On-Time
7271,90,6,252.78,1,1,0.11,On-Time
7272,425,7,120.91,3,3,0.28,Delayed
7273,477,8,129.66,2,1,0.22,Delayed
7274,393,5,238.51,1,1,0.22,At Risk
7275,191,4,58.5,2,0,0.12,On-Time
7276,175,6,177.69,2,1,0.13,At Risk
7277,71,4,271.29,1,1,0.05,On-Time
7278,338,8,215.16,1,2,0.24,At Risk
7279,115,2,168.1,2,0,0.07,At Risk
7280,256,12,205.4,2,3,0.27,Delayed
7281,164,6,138.78,2,2,0.22,At Risk
7282,419,7,275.75,2,2,0.33,Delayed
7283,323,10,176.6,2,1,0.28,Delayed
7284,269,9,168.66,3,2,0.28,Delayed
7285,260,9,216.21,2,1,0.18,Delayed
7286,205,2,266.17,1,1,0.05,On-Time
7287,486,10,198.22,2,2,0.32,Delayed
7288,106,3,122.62,1,1,0.05,At Risk
7289,394,8,74.14,3,2,0.25,At Risk
7290,258,12,214.26,3,2,0.22,Delayed
7291,175,7,279.85,2,2,0.18,At Risk
7292,274,9,186.02,2,2,0.25,Delayed
7293,360,6,130.68,2,1,0.13,At Risk
7294,406,10,169.29,2,2,0.33,Delayed
7295,280,6,62.39,3,1,0.34,Delayed
7296,63,7,129.44,2,1,0.1,On-Time
7297,138,4,159.03,1,0,0.08,On-Time
7298,182,5,113.41,2,0,0.14,On-Time
7299,390,9,83.36,2,2,0.18,At Risk
7300,199,3,33.74,2,1,0.1,On-Time
7301,384,12,164.36,2,3,0.19,Delayed
7302,182,4,130.47,1,2,0.1,At Risk
7303,416,10,194.03,2,2,0.25,Delayed
7304,204,9,209.24,3,2,0.23,At Risk
7305,358,10,235.5,2,2,0.22,Delayed
7306,75,2,123.55,2,0,0.13,At Risk
7307,285,10,174.42,3,3,0.34,Delayed
7308,54,5,122.08,1,1,0.14,On-Time
7309,345,7,177.07,2,1,0.33,Delayed
7310,218,2,73.8,1,1,0.06,On-Time
7311,175,7,279.85,2,2,0.18,At Risk
7312,229,6,224.84,2,1,0.07,On-Time
7313,206,5,207.36,1,0,0.15,On-Time
7314,340,8,149.19,3,0,0.11,At Risk
7315,201,8,180.24,1,1,0.24,At Risk
7316,392,12,182.2,3,3,0.26,Delayed
7317,94,6,197.95,2,1,0.13,On-Time
7318,192,2,236.3,2,1,0.07,On-Time
7319,171,7,261.14,2,0,0.24,At Risk
7320,77,2,84.32,1,1,0.07,On-Time
7321,400,5,42.99,1,0,0.22,At Risk
7322,371,4,179.99,1,1,0.21,Delayed
7323,235,5,150.81,3,1,0.13,At Risk
7324,214,5,230.99,3,1,0.11,At Risk
7325,177,3,124.77,1,0,0.06,On-Time
7326,57,2,72.24,1,0,0.11,On-Time
7327,140,4,102.95,2,1,0.14,At Risk
7328,85,4,255.01,1,0,0.09,On-Time
7329,52,2,196.63,1,0,0.09,On-Time
7330,321,8,115.7,3,2,0.2,Delayed
7331,238,8,165.32,1,1,0.1,At Risk
7332,302,7,109.73,1,2,0.11,At Risk
7333,395,7,225.87,3,0,0.23,At Risk
7334,94,6,197.95,2,1,0.13,On-Time
7335,219,3,187.81,1,0,0.08,On-Time
7336,474,8,177.62,3,3,0.23,Delayed
7337,339,8,258.63,3,2,0.33,Delayed
7338,76,4,191.78,1,1,0.08,On-Time
7339,76,7,220.42,1,1,0.08,On-Time
7340,220,4,118.94,2,2,0.23,At Risk
7341,333,12,97.59,2,1,0.33,Delayed
7342,141,5,167.24,1,0,0.12,On-Time
7343,334,12,169.24,2,3,0.24,Delayed
7344,167,2,89.22,1,1,0.11,On-Time
7345,205,2,266.17,1,1,0.05,On-Time
7346,320,7,211.17,3,3,0.27,Delayed
7347,92,7,144.33,1,0,0.14,On-Time
7348,467,12,176.39,2,2,0.3,Delayed
7349,351,7,126.84,3,3,0.31,Delayed
7350,219,8,239.53,2,2,0.2,At Risk
7351,134,4,222.71,1,1,0.15,On-Time
7352,184,7,185.19,1,0,0.12,Delayed
7353,276,9,66.36,3,2,0.27,Delayed
7354,293,9,147.85,3,3,0.27,Delayed
7355,171,8,199.32,3,1,0.13,At Risk
7356,479,7,50.0,3,2,0.34,Delayed
7357,252,6,124.15,2,3,0.21,Delayed
7358,200,7,143.33,3,0,0.16,At Risk
7359,345,11,64.03,3,2,0.22,Delayed
7360,269,9,165.86,2,3,0.29,Delayed
7361,175,6,181.9,1,1,0.15,At Risk
7362,171,7,261.14,2,0,0.24,At Risk
7363,373,9,109.66,2,1,0.24,Delayed
7364,153,2,245.91,2,1,0.08,On-Time
7365,297,12,66.21,2,1,0.34,Delayed
7366,342,8,76.0,3,3,0.23,Delayed
7367,341,9,126.01,3,2,0.27,Delayed
7368,226,5,140.66,2,2,0.23,At Risk
7369,339,8,258.63,3,2,0.33,Delayed
7370,362,6,71.23,2,2,0.19,At Risk
7371,235,3,93.26,2,1,0.06,On-Time
7372,318,11,131.55,3,3,0.33,Delayed
7373,157,7,149.88,2,0,0.11,On-Time
7374,194,6,197.66,2,2,0.23,At Risk
7375,167,4,141.12,1,0,0.14,On-Time
7376,222,5,152.73,2,0,0.19,At Risk
7377,196,2,224.84,1,0,0.1,On-Time
7378,166,4,164.03,3,1,0.1,At Risk
7379,458,7,198.41,3,3,0.22,Delayed
7380,99,2,223.43,1,0,0.06,On-Time
7381,197,7,161.11,1,1,0.08,On-Time
7382,105,6,184.24,2,0,0.1,At Risk
7383,318,11,131.55,3,3,0.33,Delayed
7384,390,9,83.36,2,2,0.18,At Risk
7385,293,9,147.85,3,3,0.27,Delayed
7386,278,6,173.96,3,0,0.25,At Risk
7387,345,7,177.07,2,1,0.33,Delayed
7388,471,12,151.11,2,2,0.35,Delayed
7389,176,7,190.85,2,0,0.11,On-Time
7390,81,5,280.53,1,1,0.08,On-Time
7391,75,4,202.94,1,0,0.13,On-Time
7392,278,6,173.96,3,0,0.25,At Risk
7393,300,11,226.11,2,3,0.33,Delayed
7394,392,11,209.45,3,3,0.35,Delayed
7395,61,6,264.38,1,0,0.15,On-Time
7396,200,4,90.36,2,1,0.1,On-Time
7397,498,9,174.62,2,2,0.34,Delayed
7398,67,4,189.16,1,1,0.15,On-Time
7399,406,12,49.47,2,3,0.26,Delayed
7400,238,7,108.9,3,2,0.17,Delayed
7401,406,10,169.29,2,2,0.33,Delayed
7402,387,6,117.08,2,3,0.18,Delayed
7403,113,7,207.63,1,1,0.07,On-Time
7404,476,12,166.75,3,1,0.26,Delayed
7405,88,5,97.61,1,1,0.09,On-Time
7406,341,9,126.01,3,2,0.27,Delayed
7407,339,6,94.9,1,2,0.14,At Risk
7408,232,2,216.0,1,0,0.07,On-Time
7409,301,10,185.79,3,3,0.19,Delayed
7410,192,7,113.17,1,2,0.13,At Risk
7411,301,9,223.84,3,3,0.28,Delayed
7412,267,6,256.54,2,0,0.13,At Risk
7413,480,6,255.32,3,1,0.22,Delayed
7414,350,10,123.79,2,2,0.28,Delayed
7415,360,6,130.68,2,1,0.13,At Risk
7416,199,7,185.56,1,1,0.06,On-Time
7417,173,8,231.04,1,0,0.16,At Risk
7418,68,3,246.61,2,1,0.1,On-Time
7419,311,12,199.99,2,1,0.25,Delayed
7420,293,9,147.85,3,3,0.27,Delayed
7421,451,12,212.14,3,3,0.19,Delayed
7422,208,7,190.71,2,1,0.14,On-Time
7423,205,9,226.23,1,1,0.19,Delayed
7424,344,8,167.77,3,1,0.27,Delayed
7425,296,8,213.23,3,3,0.34,Delayed
7426,140,4,126.38,1,0,0.06,On-Time
7427,298,10,161.47,2,2,0.18,Delayed
7428,99,3,145.73,2,0,0.1,On-Time
7429,101,3,30.81,1,1,0.13,On-Time
7430,294,6,100.22,3,1,0.31,Delayed
7431,281,7,203.59,3,2,0.13,At Risk
7432,310,5,116.6,1,2,0.22,At Risk
7433,443,7,170.12,3,2,0.31,Delayed
7434,175,6,177.69,2,1,0.13,At Risk
7435,324,7,245.56,2,3,0.27,At Risk
7436,340,6,81.98,2,1,0.24,At Risk
7437,357,5,163.45,3,2,0.2,At Risk
7438,194,6,197.66,2,2,0.23,At Risk
7439,435,7,209.85,2,2,0.32,Delayed
7440,205,2,129.52,1,0,0.13,On-Time
7441,500,6,139.14,2,1,0.31,Delayed
7442,262,12,111.66,2,2,0.23,Delayed
7443,155,3,193.96,1,1,0.05,On-Time
7444,146,2,247.1,2,0,0.14,On-Time
7445,183,4,108.48,1,0,0.06,On-Time
7446,244,2,154.14,1,0,0.1,On-Time
7447,360,8,188.89,3,2,0.25,Delayed
7448,65,3,176.44,2,1,0.06,Delayed
7449,137,5,304.23,2,1,0.06,On-Time
7450,158,5,94.31,1,0,0.16,At Risk
7451,384,7,102.65,2,1,0.12,At Risk
7452,53,6,134.69,2,0,0.11,On-Time
7453,368,7,194.23,3,3,0.27,Delayed
7454,296,6,209.57,3,0,0.19,At Risk
7455,126,4,195.53,2,0,0.14,On-Time
7456,442,8,82.93,2,1,0.27,Delayed
7457,229,6,224.84,2,1,0.07,On-Time
7458,474,11,188.64,3,1,0.25,Delayed
7459,274,9,242.82,2,2,0.19,On-Time
7460,192,7,113.17,1,2,0.13,At Risk
7461,71,3,190.14,1,1,0.09,On-Time
7462,432,11,110.1,2,3,0.22,Delayed
7463,211,7,92.4,2,1,0.1,On-Time
7464,346,7,199.02,3,2,0.17,At Risk
7465,285,6,249.79,3,1,0.31,Delayed
7466,415,7,156.08,2,3,0.3,Delayed
7467,214,6,53.54,2,0,0.06,On-Time
7468,315,10,202.81,3,2,0.34,Delayed
7469,75,2,123.55,2,0,0.13,At Risk
7470,326,6,191.39,3,2,0.19,Delayed
7471,262,9,143.77,3,1,0.35,Delayed
7472,318,5,185.74,1,1,0.22,At Risk
7473,257,12,247.78,2,2,0.35,Delayed
7474,199,7,185.56,1,1,0.06,On-Time
7475,385,10,245.52,3,2,0.23,Delayed
7476,211,5,203.68,1,1,0.25,At Risk
7477,342,12,240.23,2,2,0.19,Delayed
7478,230,5,114.38,1,1,0.13,At Risk
7479,307,8,158.41,3,2,0.28,Delayed
7480,60,7,203.61,1,0,0.13,On-Time
7481,396,12,183.82,2,1,0.3,Delayed
7482,155,2,40.08,2,0,0.15,On-Time
7483,173,3,132.34,2,1,0.11,On-Time
7484,54,7,202.52,1,0,0.14,On-Time
7485,446,6,146.45,2,3,0.34,Delayed
7486,105,6,198.28,1,0,0.09,Delayed
7487,247,6,194.96,3,0,0.19,At Risk
7488,222,5,100.38,1,1,0.19,At Risk
7489,140,5,164.15,1,1,0.06,On-Time
7490,181,4,234.47,2,0,0.1,At Risk
7491,162,9,229.93,2,1,0.17,At Risk
7492,297,7,210.93,3,1,0.29,Delayed
7493,348,4,256.33,2,2,0.21,At Risk
7494,485,9,137.18,3,1,0.26,Delayed
7495,390,9,83.36,2,2,0.18,At Risk
7496,180,2,237.31,1,0,0.06,On-Time
7497,296,10,57.6,3,1,0.24,Delayed
7498,168,7,89.3,2,0,0.16,At Risk
7499,155,5,246.59,2,2,0.25,At Risk
7500,498,9,174.62,2,2,0.34,Delayed
7501,232,4,74.22,1,1,0.09,On-Time
7502,350,8,237.95,2,1,0.22,Delayed
7503,375,9,211.91,1,2,0.1,At Risk
7504,321,11,253.96,2,3,0.33,Delayed
7505,474,11,188.64,3,1,0.25,Delayed
7506,105,4,143.83,1,1,0.15,On-Time
7507,262,9,143.77,3,1,0.35,Delayed
7508,375,11,106.48,3,3,0.31,Delayed
7509,368,6,261.35,3,3,0.28,Delayed
7510,152,4,244.79,1,2,0.14,At Risk
7511,167,2,135.0,1,1,0.06,On-Time
7512,218,2,73.8,1,1,0.06,On-Time
7513,341,10,192.84,3,3,0.31,Delayed
7514,238,2,19.83,2,1,0.14,On-Time
7515,71,7,243.3,1,1,0.09,On-Time
7516,247,9,114.98,1,2,0.22,At Risk
7517,386,7,244.53,1,2,0.12,At Risk
7518,209,5,259.66,2,1,0.11,At Risk
7519,182,3,243.26,1,1,0.12,On-Time
7520,481,6,133.61,2,1,0.29,Delayed
7521,182,3,243.26,1,1,0.12,On-Time
7522,227,6,169.9,3,0,0.17,At Risk
7523,274,9,186.02,2,2,0.25,Delayed
7524,168,2,240.5,1,1,0.14,On-Time
7525,173,3,132.34,2,1,0.11,On-Time
7526,129,2,145.12,1,1,0.11,On-Time
7527,250,5,177.55,2,0,0.12,At Risk
7528,248,6,171.12,1,1,0.24,At Risk
7529,155,7,17.92,1,1,0.11,On-Time
7530,362,6,71.23,2,2,0.19,At Risk
7531,486,10,198.22,2,2,0.32,Delayed
7532,500,7,201.73,2,2,0.3,Delayed
7533,219,6,226.58,1,1,0.23,At Risk
7534,363,9,208.31,1,0,0.23,At Risk
7535,322,8,107.03,3,2,0.21,Delayed
7536,215,9,153.25,1,0,0.22,At Risk
7537,185,2,170.0,1,0,0.1,On-Time
7538,259,12,104.45,3,3,0.32,Delayed
7539,367,6,152.97,3,1,0.18,At Risk
7540,91,4,167.94,2,0,0.14,On-Time
7541,174,8,160.92,2,2,0.21,At Risk
7542,205,2,31.81,1,0,0.1,On-Time
7543,382,6,196.88,2,1,0.32,Delayed
7544,53,4,201.32,2,1,0.12,On-Time
7545,343,6,196.2,3,2,0.12,At Risk
7546,235,7,104.89,1,0,0.1,On-Time
7547,246,7,208.29,2,1,0.13,On-Time
7548,182,7,219.78,1,0,0.19,At Risk
7549,195,9,220.96,1,1,0.16,At Risk
7550,209,5,259.66,2,1,0.11,At Risk
7551,316,6,147.37,2,1,0.27,Delayed
7552,140,5,58.08,2,0,0.12,On-Time
7553,84,2,149.9,1,0,0.08,On-Time
7554,187,6,205.93,1,0,0.07,On-Time
7555,311,12,199.99,2,1,0.25,Delayed
7556,393,5,238.51,1,1,0.22,At Risk
7557,211,6,177.61,2,2,0.15,At Risk
7558,321,11,253.96,2,3,0.33,Delayed
7559,214,6,53.54,2,0,0.06,On-Time
7560,188,6,161.58,1,0,0.09,On-Time
7561,209,6,189.41,2,2,0.18,Delayed
7562,168,4,181.07,2,2,0.13,At Risk
7563,278,6,173.96,3,0,0.25,At Risk
7564,499,8,156.51,3,1,0.3,Delayed
7565,71,4,271.29,1,1,0.05,On-Time
7566,491,10,167.05,3,1,0.19,Delayed
7567,240,8,178.74,2,2,0.2,At Risk
7568,204,9,101.18,1,0,0.19,At Risk
7569,335,6,200.39,3,1,0.2,Delayed
7570,324,7,14.18,1,0,0.21,At Risk
7571,272,6,146.87,2,0,0.12,At Risk
7572,407,9,167.17,3,3,0.26,Delayed
7573,252,5,169.48,3,1,0.22,At Risk
7574,432,8,213.22,2,2,0.28,Delayed
7575,101,3,128.77,2,0,0.13,On-Time
7576,335,10,160.73,2,1,0.33,Delayed
7577,385,12,238.87,3,3,0.3,Delayed
7578,65,4,140.51,2,1,0.09,On-Time
7579,80,4,235.74,1,0,0.1,On-Time
7580,120,3,27.07,2,1,0.07,On-Time
7581,350,10,100.82,2,3,0.19,Delayed
7582,350,6,159.7,3,2,0.1,At Risk
7583,180,6,118.13,3,2,0.13,At Risk
7584,175,7,134.07,1,0,0.21,At Risk
7585,357,6,209.15,2,2,0.33,Delayed
7586,310,11,116.9,2,1,0.24,Delayed
7587,498,6,152.13,2,3,0.34,At Risk
7588,255,7,63.34,1,2,0.19,At Risk
7589,285,9,177.08,2,3,0.24,Delayed
7590,326,11,208.99,3,2,0.33,Delayed
7591,184,8,214.8,3,2,0.22,At Risk
7592,61,6,264.38,1,0,0.15,On-Time
7593,215,5,269.89,3,2,0.22,At Risk
7594,369,10,130.22,2,2,0.28,Delayed
7595,170,5,205.33,1,1,0.1,On-Time
7596,396,10,88.5,2,3,0.19,Delayed
7597,483,9,200.33,3,2,0.26,Delayed
7598,272,6,146.87,2,0,0.12,At Risk
7599,329,7,179.7,2,1,0.16,At Risk
7600,260,6,241.21,3,3,0.32,Delayed
7601,235,3,93.26,2,1,0.06,On-Time
7602,97,6,177.01,2,1,0.14,On-Time
7603,78,6,131.86,2,1,0.1,On-Time
7604,199,7,111.15,1,1,0.12,On-Time
7605,260,9,153.77,3,0,0.21,At Risk
7606,317,12,77.07,3,2,0.27,Delayed
7607,308,5,205.01,1,0,0.22,At Risk
7608,137,2,222.64,2,1,0.11,On-Time
7609,486,7,186.05,2,1,0.26,Delayed
7610,243,3,175.83,1,0,0.09,On-Time
7611,398,12,197.13,2,2,0.34,Delayed
7612,446,6,146.45,2,3,0.34,Delayed
7613,356,8,123.57,2,2,0.28,Delayed
7614,345,9,236.56,3,0,0.2,At Risk
7615,375,9,211.91,1,2,0.1,At Risk
7616,324,7,14.18,1,0,0.21,At Risk
7617,51,5,228.44,2,1,0.13,At Risk
7618,293,9,147.85,3,3,0.27,Delayed
7619,469,8,199.6,2,1,0.3,At Risk
7620,208,7,190.71,2,1,0.14,On-Time
7621,146,6,256.98,1,0,0.08,On-Time
7622,333,10,138.96,3,3,0.23,Delayed
7623,164,4,179.88,2,1,0.05,On-Time
7624,446,6,146.45,2,3,0.34,Delayed
7625,380,9,190.32,3,1,0.2,At Risk
7626,455,9,228.13,3,1,0.3,Delayed
7627,267,6,256.54,2,0,0.13,At Risk
7628,371,4,182.34,1,0,0.2,At Risk
7629,138,4,159.03,1,0,0.08,On-Time
7630,354,7,187.79,3,2,0.28,Delayed
7631,113,4,208.68,1,0,0.15,On-Time
7632,455,10,172.3,3,2,0.2,Delayed
7633,352,7,200.17,3,0,0.16,On-Time
7634,255,10,218.27,3,1,0.27,Delayed
7635,321,11,253.96,2,3,0.33,Delayed
7636,350,10,123.79,2,2,0.28,Delayed
7637,178,9,219.91,3,1,0.15,At Risk
7638,346,7,199.02,3,2,0.17,At Risk
7639,192,7,191.06,2,0,0.07,On-Time
7640,222,8,152.78,3,2,0.2,At Risk
7641,171,8,199.32,3,1,0.13,At Risk
7642,129,6,190.01,2,1,0.13,On-Time
7643,339,8,258.63,3,2,0.33,Delayed
7644,80,4,235.74,1,0,0.1,On-Time
7645,67,5,272.78,2,1,0.07,On-Time
7646,177,6,225.43,1,1,0.1,On-Time
7647,284,6,64.93,3,0,0.17,At Risk
7648,382,9,158.82,3,2,0.26,Delayed
7649,174,5,156.57,2,0,0.17,At Risk
7650,116,4,85.05,1,1,0.14,On-Time
7651,182,7,219.78,1,0,0.19,At Risk
7652,245,4,194.93,1,1,0.15,On-Time
7653,88,5,97.61,1,1,0.09,On-Time
7654,328,8,202.74,3,0,0.19,At Risk
7655,244,4,95.44,2,0,0.19,At Risk
7656,239,3,106.47,1,1,0.11,On-Time
7657,372,12,129.08,3,1,0.31,Delayed
7658,227,7,88.24,2,0,0.07,On-Time
7659,163,7,140.05,2,0,0.12,On-Time
7660,226,6,125.89,2,2,0.17,At Risk
7661,416,8,187.45,2,1,0.26,Delayed
7662,119,3,204.92,2,0,0.06,On-Time
7663,297,12,66.21,2,1,0.34,Delayed
7664,204,9,209.24,3,2,0.23,At Risk
7665,228,5,195.79,1,2,0.14,On-Time
7666,127,4,193.56,2,0,0.09,On-Time
7667,306,11,138.67,2,3,0.27,Delayed
7668,127,4,186.82,1,1,0.12,On-Time
7669,362,9,56.6,1,0,0.22,At Risk
7670,213,4,136.79,2,0,0.22,At Risk
7671,180,6,118.13,3,2,0.13,At Risk
7672,374,5,137.78,2,2,0.25,At Risk
7673,196,3,90.12,2,0,0.09,On-Time
7674,228,6,111.89,1,1,0.07,On-Time
7675,333,12,97.59,2,1,0.33,Delayed
7676,223,5,136.37,3,1,0.16,At Risk
7677,457,10,154.52,2,3,0.19,Delayed
7678,476,12,166.75,3,1,0.26,Delayed
7679,251,8,69.38,1,2,0.23,At Risk
7680,311,12,169.73,3,3,0.2,Delayed
7681,147,7,169.61,1,0,0.07,At Risk
7682,278,6,173.96,3,0,0.25,At Risk
7683,339,8,89.82,2,1,0.14,At Risk
7684,214,5,230.99,3,1,0.11,At Risk
7685,99,3,145.73,2,0,0.1,On-Time
7686,219,8,239.53,2,2,0.2,At Risk
7687,337,7,144.63,2,3,0.2,Delayed
7688,292,11,119.48,2,3,0.3,Delayed
7689,183,4,108.48,1,0,0.06,On-Time
7690,308,5,205.01,1,0,0.22,At Risk
7691,83,5,185.75,1,1,0.13,Delayed
7692,451,12,212.14,3,3,0.19,Delayed
7693,115,2,168.1,2,0,0.07,At Risk
7694,283,12,155.85,3,3,0.22,Delayed
7695,235,5,118.26,1,1,0.09,On-Time
7696,219,8,239.53,2,2,0.2,At Risk
7697,102,7,167.19,1,1,0.14,Delayed
7698,367,6,152.97,3,1,0.18,At Risk
7699,374,12,105.15,3,1,0.23,Delayed
7700,483,9,123.9,2,1,0.34,Delayed
7701,128,4,131.67,1,0,0.07,On-Time
7702,216,3,219.46,2,0,0.15,On-Time
7703,177,3,106.36,2,0,0.12,On-Time
7704,380,6,198.36,2,0,0.21,At Risk
7705,317,8,292.52,3,1,0.2,Delayed
7706,194,4,222.41,2,2,0.1,At Risk
7707,65,3,176.44,2,1,0.06,Delayed
7708,302,7,147.18,3,2,0.32,Delayed
7709,381,12,64.77,3,2,0.3,At Risk
7710,152,4,244.79,1,2,0.14,At Risk
7711,99,2,223.43,1,0,0.06,On-Time
7712,80,5,56.33,2,1,0.05,On-Time
7713,232,4,74.22,1,1,0.09,On-Time
7714,115,2,282.74,2,0,0.1,On-Time
7715,143,3,244.46,2,0,0.1,On-Time
7716,293,4,173.55,2,0,0.22,At Risk
7717,232,2,216.0,1,0,0.07,On-Time
7718,187,7,95.66,2,0,0.13,On-Time
7719,360,5,184.2,1,0,0.19,At Risk
7720,71,4,230.46,2,0,0.1,On-Time
7721,205,5,262.96,3,2,0.14,At Risk
7722,145,4,148.44,1,0,0.1,On-Time
7723,200,7,193.13,3,0,0.11,At Risk
7724,376,12,213.46,2,3,0.25,Delayed
7725,376,11,160.67,3,3,0.18,Delayed
7726,297,12,66.21,2,1,0.34,Delayed
7727,281,10,188.71,3,1,0.25,Delayed
7728,84,2,149.9,1,0,0.08,On-Time
7729,188,6,161.58,1,0,0.09,On-Time
7730,227,5,229.86,3,1,0.16,At Risk
7731,172,6,172.38,3,2,0.14,At Risk
7732,182,5,133.32,2,1,0.11,On-Time
7733,269,9,165.86,2,3,0.29,Delayed
7734,386,7,244.53,1,2,0.12,At Risk
7735,282,9,134.4,1,0,0.19,At Risk
7736,318,5,185.74,1,1,0.22,At Risk
7737,116,6,126.09,1,0,0.14,On-Time
7738,232,6,251.04,1,0,0.13,On-Time
7739,163,7,140.05,2,0,0.12,On-Time
7740,387,6,117.08,2,3,0.18,Delayed
7741,127,7,103.65,1,1,0.11,On-Time
7742,94,7,150.42,1,0,0.13,On-Time
7743,295,8,151.88,2,2,0.16,Delayed
7744,240,8,178.74,2,2,0.2,At Risk
7745,480,10,287.27,3,2,0.21,Delayed
7746,341,9,185.57,3,3,0.29,Delayed
7747,234,6,207.71,2,1,0.06,On-Time
7748,90,6,252.78,1,1,0.11,On-Time
7749,182,4,130.47,1,2,0.1,At Risk
7750,259,10,99.58,3,1,0.28,Delayed
7751,257,12,247.78,2,2,0.35,Delayed
7752,342,8,259.57,3,1,0.19,Delayed
7753,209,6,150.41,1,0,0.1,On-Time
7754,319,5,163.78,2,1,0.19,At Risk
7755,341,10,192.84,3,3,0.31,Delayed
7756,273,11,45.94,2,1,0.31,Delayed
7757,247,9,114.98,1,2,0.22,At Risk
7758,192,4,96.73,2,2,0.21,At Risk
7759,65,6,167.43,1,0,0.13,On-Time
7760,205,2,31.81,1,0,0.1,On-Time
7761,382,10,282.84,3,1,0.32,Delayed
7762,273,9,213.03,1,1,0.22,At Risk
7763,95,6,174.72,2,0,0.06,On-Time
7764,157,5,248.51,2,0,0.11,On-Time
7765,377,8,116.2,3,0,0.23,At Risk
7766,355,7,107.13,2,1,0.33,Delayed
7767,455,9,228.13,3,1,0.3,Delayed
7768,166,5,266.15,2,0,0.05,On-Time
7769,140,4,126.38,1,0,0.06,On-Time
7770,398,7,102.41,1,0,0.14,At Risk
7771,265,7,203.09,2,2,0.18,Delayed
7772,266,10,54.64,2,2,0.24,Delayed
7773,187,6,205.93,1,0,0.07,On-Time
7774,166,5,266.15,2,0,0.05,On-Time
7775,78,3,221.95,1,0,0.15,On-Time
7776,394,8,74.14,3,2,0.25,At Risk
7777,392,11,209.45,3,3,0.35,Delayed
7778,374,5,137.78,2,2,0.25,At Risk
7779,163,7,140.05,2,0,0.12,On-Time
7780,435,7,209.85,2,2,0.32,Delayed
7781,327,7,215.26,3,3,0.19,Delayed
7782,235,3,93.26,2,1,0.06,On-Time
7783,219,7,190.6,1,0,0.11,On-Time
7784,127,4,206.36,2,0,0.11,On-Time
7785,157,5,115.69,1,1,0.11,On-Time
7786,390,7,111.96,1,2,0.16,At Risk
7787,166,4,164.03,3,1,0.1,At Risk
7788,309,8,100.09,3,3,0.27,Delayed
7789,219,6,226.58,1,1,0.23,At Risk
7790,104,5,117.77,1,1,0.06,On-Time
7791,388,7,181.25,2,1,0.11,At Risk
7792,199,3,33.74,2,1,0.1,On-Time
7793,206,8,108.65,3,1,0.11,At Risk
7794,344,5,130.73,1,2,0.12,At Risk
7795,282,9,134.4,1,0,0.19,At Risk
7796,273,11,45.94,2,1,0.31,Delayed
7797,153,3,140.95,2,0,0.06,On-Time
7798,304,6,165.93,3,2,0.11,At Risk
7799,320,10,191.17,3,1,0.25,Delayed
7800,345,9,236.56,3,0,0.2,At Risk
7801,68,3,120.02,2,1,0.07,On-Time
7802,315,9,193.28,1,1,0.15,At Risk
7803,164,6,171.52,2,0,0.1,On-Time
7804,250,9,33.49,3,2,0.26,Delayed
7805,471,12,151.11,2,2,0.35,Delayed
7806,183,5,214.14,3,0,0.19,At Risk
7807,348,7,169.38,2,3,0.25,Delayed
7808,251,8,69.38,1,2,0.23,At Risk
7809,411,12,183.81,3,3,0.32,Delayed
7810,140,5,183.34,1,0,0.06,On-Time
7811,174,8,160.92,2,2,0.21,At Risk
7812,142,3,94.92,2,1,0.11,On-Time
7813,259,6,109.58,3,1,0.23,Delayed
7814,355,9,45.56,3,2,0.33,Delayed
7815,200,7,193.13,3,0,0.11,At Risk
7816,375,9,211.91,1,2,0.1,At Risk
7817,387,8,129.05,2,3,0.24,Delayed
7818,95,5,126.18,2,1,0.1,On-Time
7819,126,2,246.71,1,0,0.14,On-Time
7820,476,12,166.75,3,1,0.26,Delayed
